,reps,interop_compute_ms,globaldb_ms,trial,runtime_ns
0,100,0,50,0,28645151198
1,100,0,50,1,28685515377
2,100,0,50,10,28658028212
3,100,0,50,11,28645242036
4,100,0,50,12,28648797326
5,100,0,50,13,28653721086
6,100,0,50,14,28656857606
7,100,0,50,15,28672581194
8,100,0,50,16,28641859481
9,100,0,50,17,28648351864
10,100,0,50,18,28642122834
11,100,0,50,19,28646103653
12,100,0,50,2,28643669764
13,100,0,50,20,28645510830
14,100,0,50,21,28687154230
15,100,0,50,22,28669688845
16,100,0,50,23,28661937628
17,100,0,50,24,28675082771
18,100,0,50,25,28638103163
19,100,0,50,26,28644782497
20,100,0,50,27,28664531901
21,100,0,50,28,28641328364
22,100,0,50,29,28647496483
23,100,0,50,3,28641390109
24,100,0,50,30,28657120958
25,100,0,50,31,28668998858
26,100,0,50,32,28656977018
27,100,0,50,33,28676200112
28,100,0,50,34,28649144512
29,100,0,50,35,28641740226
30,100,0,50,36,28765725500
31,100,0,50,37,28641219875
32,100,0,50,38,28640920402
33,100,0,50,39,28685005205
34,100,0,50,4,28660252209
35,100,0,50,40,28666584753
36,100,0,50,41,28647217911
37,100,0,50,42,28672696394
38,100,0,50,43,28632464562
39,100,0,50,44,28641264824
40,100,0,50,45,28645736388
41,100,0,50,46,28641427491
42,100,0,50,47,28638961352
43,100,0,50,48,28692646739
44,100,0,50,49,28664898901
45,100,0,50,5,28640708518
46,100,0,50,6,28676554154
47,100,0,50,7,28668727853
48,100,0,50,8,28637283718
49,100,0,50,9,28652696201
50,100,100,50,0,38645545077
51,100,100,50,1,38665282482
52,100,100,50,10,38680666696
53,100,100,50,11,38648230851
54,100,100,50,12,38646195226
55,100,100,50,13,38645573346
56,100,100,50,14,38656720720
57,100,100,50,15,38644444425
58,100,100,50,16,38646558728
59,100,100,50,17,38653871594
60,100,100,50,18,38664831554
61,100,100,50,19,38665230378
62,100,100,50,2,38708245571
63,100,100,50,20,38645886819
64,100,100,50,21,38646090870
65,100,100,50,22,38684280660
66,100,100,50,23,38641631680
67,100,100,50,24,38644870294
68,100,100,50,25,38663463692
69,100,100,50,26,38765331998
70,100,100,50,27,38678311334
71,100,100,50,28,38668397503
72,100,100,50,29,38644837429
73,100,100,50,3,38653124419
74,100,100,50,30,38649098124
75,100,100,50,31,38674749441
76,100,100,50,32,38644599027
77,100,100,50,33,38652828788
78,100,100,50,34,38661312062
79,100,100,50,35,38672812866
80,100,100,50,36,38639442983
81,100,100,50,37,38673225399
82,100,100,50,38,38648673030
83,100,100,50,39,38649949859
84,100,100,50,4,38644778601
85,100,100,50,40,38645097308
86,100,100,50,41,38646034298
87,100,100,50,42,38652831037
88,100,100,50,43,38669577336
89,100,100,50,44,38684336852
90,100,100,50,45,38649382998
91,100,100,50,46,38648462150
92,100,100,50,47,38641291078
93,100,100,50,48,38644260388
94,100,100,50,49,38640217527
95,100,100,50,5,38666027663
96,100,100,50,6,38645750654
97,100,100,50,7,38645385244
98,100,100,50,8,38661694036
99,100,100,50,9,38673208304
100,100,105,50,0,39041157481
101,100,105,50,1,39148628841
102,100,105,50,10,39045197866
103,100,105,50,11,39085792299
104,100,105,50,12,39065375391
105,100,105,50,13,39040742065
106,100,105,50,14,39056367042
107,100,105,50,15,39056673443
108,100,105,50,16,39048952302
109,100,105,50,17,39069514126
110,100,105,50,18,39040720427
111,100,105,50,19,39094214233
112,100,105,50,2,39040503884
113,100,105,50,20,39104371652
114,100,105,50,21,39041172113
115,100,105,50,22,39038995901
116,100,105,50,23,39081876122
117,100,105,50,24,39040496233
118,100,105,50,25,39053971136
119,100,105,50,26,39044125450
120,100,105,50,27,39061678952
121,100,105,50,28,39068728753
122,100,105,50,29,39085831598
123,100,105,50,3,39068936609
124,100,105,50,30,39049786568
125,100,105,50,31,39045563688
126,100,105,50,32,39040845395
127,100,105,50,34,39041844663
128,100,105,50,35,39040736673
129,100,105,50,36,39077683137
130,100,105,50,37,39077057091
131,100,105,50,38,39045714677
132,100,105,50,39,39060823146
133,100,105,50,4,39072820732
134,100,105,50,40,39069423810
135,100,105,50,41,39052932965
136,100,105,50,42,39044763406
137,100,105,50,43,39088448693
138,100,105,50,44,39054271494
139,100,105,50,45,39071339414
140,100,105,50,46,39108595928
141,100,105,50,47,39043277514
142,100,105,50,48,39046039380
143,100,105,50,49,39093048267
144,100,105,50,5,39049606552
145,100,105,50,6,39048904885
146,100,105,50,7,39065566228
147,100,105,50,8,39048810037
